,Scopus SourceID,Title,CiteScore,Percentile,Citation Count,Scholarly Output,Percent Cited,SNIP,SJR,RANK,Rank Out Of,Publisher,Type,OpenAccess,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus SourceID.1,Print-ISSN,E-ISSN,Subject Area
782,9500153997.0,Polymer Reviews,7.08,97.0,425.0,60.0,95.0,2.372,1.787,18.0,644.0,Taylor & Francis,Journal,NO,2208.0,Electrical and Electronic Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/9500153997,15583724,15583716,Engineering
783,9500153997.0,Polymer Reviews,7.08,96.0,425.0,60.0,95.0,2.372,1.787,9.0,255.0,Taylor & Francis,Journal,NO,2505.0,Materials Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/9500153997,15583724,15583716,Materials Science
784,9500153997.0,Polymer Reviews,7.08,95.0,425.0,60.0,95.0,2.372,1.787,10.0,217.0,Taylor & Francis,Journal,NO,2504.0,"Electronic, Optical and Magnetic Materials",Quartile 1,Top 10%,https://www.scopus.com/sourceid/9500153997,15583724,15583716,Materials Science
785,9500153997.0,Polymer Reviews,7.08,95.0,425.0,60.0,95.0,2.372,1.787,16.0,359.0,Taylor & Francis,Journal,NO,1600.0,General Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/9500153997,15583724,15583716,Chemistry
786,9500153997.0,Polymer Reviews,7.08,95.0,425.0,60.0,95.0,2.372,1.787,10.0,199.0,Taylor & Francis,Journal,NO,2204.0,Biomedical Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/9500153997,15583724,15583716,Engineering
787,9500153997.0,Polymer Reviews,7.08,92.0,425.0,60.0,95.0,2.372,1.787,11.0,140.0,Taylor & Francis,Journal,NO,2105.0,"Renewable Energy, Sustainability and the Environment",Quartile 1,Top 10%,https://www.scopus.com/sourceid/9500153997,15583724,15583716,Energy
794,20786.0,Bell Labs Technical Journal,7.05,97.0,134.0,19.0,79.0,3.098,0.657,19.0,644.0,Lucent Technologies,Journal,NO,2208.0,Electrical and Electronic Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20786,10897089,15387305,Engineering
800,17700156408.0,Nature Reviews Neurology,7.03,98.0,3691.0,525.0,60.0,4.434,5.507,7.0,336.0,Springer Nature,Journal,NO,2728.0,Clinical Neurology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17700156408,17594758,17594766,Medicine
801,17700156408.0,Nature Reviews Neurology,7.03,95.0,3691.0,525.0,60.0,4.434,5.507,4.0,85.0,Springer Nature,Journal,NO,2804.0,Cellular and Molecular Neuroscience,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17700156408,17594758,17594766,Neuroscience
808,21100207626.0,Advances in Biological Regulation,7.02,95.0,730.0,104.0,91.0,1.495,2.610,8.0,160.0,Elsevier,Book Series,NO,1313.0,Molecular Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100207626,22124926,22124934,"Biochemistry, Genetics and Molecular Biology"
809,21100207626.0,Advances in Biological Regulation,7.02,94.0,730.0,104.0,91.0,1.495,2.610,22.0,367.0,Elsevier,Book Series,NO,1312.0,Molecular Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100207626,22124926,22124934,"Biochemistry, Genetics and Molecular Biology"
810,21100207626.0,Advances in Biological Regulation,7.02,94.0,730.0,104.0,91.0,1.495,2.610,17.0,311.0,Elsevier,Book Series,NO,1311.0,Genetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100207626,22124926,22124934,"Biochemistry, Genetics and Molecular Biology"
811,21100207626.0,Advances in Biological Regulation,7.02,94.0,730.0,104.0,91.0,1.495,2.610,11.0,191.0,Elsevier,Book Series,NO,1306.0,Cancer Research,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100207626,22124926,22124934,"Biochemistry, Genetics and Molecular Biology"
812,21100786533.0,Anthropocene Review,7.02,99.0,421.0,60.0,82.0,3.433,3.341,2.0,208.0,SAGE,Journal,NO,1907.0,Geology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100786533,20530196,2053020X,Earth and Planetary Sciences
813,21100786533.0,Anthropocene Review,7.02,98.0,421.0,60.0,82.0,3.433,3.341,5.0,306.0,SAGE,Journal,NO,2303.0,Ecology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100786533,20530196,2053020X,Environmental Science
814,21100786533.0,Anthropocene Review,7.02,96.0,421.0,60.0,82.0,3.433,3.341,3.0,65.0,SAGE,Journal,NO,2306.0,Global and Planetary Change,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100786533,20530196,2053020X,Environmental Science
823,26947.0,Journal of Catalysis,6.99,94.0,6887.0,985.0,95.0,1.850,2.397,9.0,151.0,Elsevier,Journal,NO,1606.0,Physical and Theoretical Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26947,00219517,10902694,Chemistry
835,28330.0,Gastroenterology,6.95,98.0,13021.0,1874.0,54.0,3.573,7.958,2.0,127.0,Elsevier,Journal,NO,2715.0,Gastroenterology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28330,00165085,15280012,Medicine
838,21267.0,Journal of Allergy and Clinical Immunology,6.94,93.0,12060.0,1738.0,81.0,2.600,5.049,11.0,164.0,Elsevier,Journal,NO,2723.0,Immunology and Allergy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21267,00916749,10976825,Medicine
839,21267.0,Journal of Allergy and Clinical Immunology,6.94,91.0,12060.0,1738.0,81.0,2.600,5.049,16.0,189.0,Elsevier,Journal,NO,2403.0,Immunology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21267,00916749,10976825,Immunology and Microbiology
844,19897.0,European Urology,6.93,99.0,11512.0,1662.0,55.0,5.110,8.593,1.0,97.0,Elsevier,Journal,NO,2748.0,Urology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19897,03022838,1421993X,Medicine
847,28371.0,Hepatology,6.91,95.0,12820.0,1855.0,67.0,2.692,5.541,3.0,58.0,Wiley-Blackwell,Journal,NO,2721.0,Hepatology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28371,02709139,15273350,Medicine
855,12000154478.0,ChemSusChem,6.86,97.0,9607.0,1400.0,90.0,1.235,2.538,8.0,272.0,Wiley-Blackwell,Journal,NO,1500.0,General Chemical Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12000154478,18645631,1864564X,Chemical Engineering
856,12000154478.0,ChemSusChem,6.86,97.0,9607.0,1400.0,90.0,1.235,2.538,2.0,59.0,Wiley-Blackwell,Journal,NO,2100.0,General Energy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12000154478,18645631,1864564X,Energy
857,12000154478.0,ChemSusChem,6.86,94.0,9607.0,1400.0,90.0,1.235,2.538,6.0,97.0,Wiley-Blackwell,Journal,NO,2304.0,Environmental Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12000154478,18645631,1864564X,Environmental Science
858,12000154478.0,ChemSusChem,6.86,93.0,9607.0,1400.0,90.0,1.235,2.538,30.0,434.0,Wiley-Blackwell,Journal,NO,2500.0,General Materials Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12000154478,18645631,1864564X,Materials Science
870,28261.0,Space Science Reviews,6.81,94.0,1642.0,241.0,82.0,2.518,3.262,5.0,80.0,Springer Nature,Journal,NO,1912.0,Space and Planetary Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28261,00386308,15729672,Earth and Planetary Sciences
871,28261.0,Space Science Reviews,6.81,93.0,1642.0,241.0,82.0,2.518,3.262,5.0,70.0,Springer Nature,Journal,NO,3103.0,Astronomy and Astrophysics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28261,00386308,15729672,Physics and Astronomy
872,17500.0,Journal of Finance,6.81,99.0,1540.0,226.0,88.0,5.805,18.318,1.0,130.0,Wiley-Blackwell,Journal,NO,1402.0,Accounting,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17500,00221082,15406261,"Business, Management and Accounting"
873,17500.0,Journal of Finance,6.81,99.0,1540.0,226.0,88.0,5.805,18.318,2.0,226.0,Wiley-Blackwell,Journal,NO,2003.0,Finance,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17500,00221082,15406261,"Economics, Econometrics and Finance"
874,17500.0,Journal of Finance,6.81,99.0,1540.0,226.0,88.0,5.805,18.318,5.0,564.0,Wiley-Blackwell,Journal,NO,2002.0,Economics and Econometrics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17500,00221082,15406261,"Economics, Econometrics and Finance"
878,24769.0,Materials Today,6.8,98.0,3034.0,446.0,36.0,5.216,7.111,9.0,554.0,Elsevier,Journal,NO,2210.0,Mechanical Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24769,13697021,18734103,Engineering
879,24769.0,Materials Today,6.8,97.0,3034.0,446.0,36.0,5.216,7.111,10.0,336.0,Elsevier,Journal,NO,2211.0,Mechanics of Materials,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24769,13697021,18734103,Engineering
880,24769.0,Materials Today,6.8,96.0,3034.0,446.0,36.0,5.216,7.111,15.0,393.0,Elsevier,Journal,NO,3104.0,Condensed Matter Physics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24769,13697021,18734103,Physics and Astronomy
881,24769.0,Materials Today,6.8,92.0,3034.0,446.0,36.0,5.216,7.111,31.0,434.0,Elsevier,Journal,NO,2500.0,General Materials Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24769,13697021,18734103,Materials Science
882,12977.0,PLoS Biology,6.79,98.0,5809.0,855.0,79.0,1.996,4.941,3.0,177.0,Public Library of Science,Journal,YES,1100.0,General Agricultural and Biological Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12977,15449173,15457885,Agricultural and Biological Sciences
883,12977.0,PLoS Biology,6.79,92.0,5809.0,855.0,79.0,1.996,4.941,9.0,111.0,Public Library of Science,Journal,YES,2800.0,General Neuroscience,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12977,15449173,15457885,Neuroscience
884,12977.0,PLoS Biology,6.79,92.0,5809.0,855.0,79.0,1.996,4.941,14.0,186.0,Public Library of Science,Journal,YES,1300.0,"General Biochemistry, Genetics and Molecular Biology",Quartile 1,Top 10%,https://www.scopus.com/sourceid/12977,15449173,15457885,"Biochemistry, Genetics and Molecular Biology"
898,13477.0,Current Directions in Psychological Science,6.75,97.0,1519.0,225.0,91.0,3.182,3.805,5.0,189.0,SAGE,Journal,NO,3200.0,General Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13477,09637214,14678721,Psychology
904,18947.0,User Modelling and User-Adapted Interaction,6.73,99.0,276.0,41.0,90.0,4.426,1.171,2.0,979.0,Springer Nature,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18947,09241868,15731391,Social Sciences
905,18947.0,User Modelling and User-Adapted Interaction,6.73,97.0,276.0,41.0,90.0,4.426,1.171,15.0,535.0,Springer Nature,Journal,NO,1706.0,Computer Science Applications,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18947,09241868,15731391,Computer Science
906,18947.0,User Modelling and User-Adapted Interaction,6.73,95.0,276.0,41.0,90.0,4.426,1.171,4.0,87.0,Springer Nature,Journal,NO,1709.0,Human-Computer Interaction,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18947,09241868,15731391,Computer Science
909,21100338359.0,IEEE Journal of Emerging and Selected Topics in Power Electronics,6.72,96.0,2246.0,334.0,89.0,2.090,1.657,7.0,192.0,IEEE,Journal,NO,2102.0,Energy Engineering and Power Technology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100338359,21686777,21686785,Energy
910,21100338359.0,IEEE Journal of Emerging and Selected Topics in Power Electronics,6.72,96.0,2246.0,334.0,89.0,2.090,1.657,23.0,644.0,IEEE,Journal,NO,2208.0,Electrical and Electronic Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100338359,21686777,21686785,Engineering
911,12442.0,Progress in Human Geography,6.71,99.0,1081.0,161.0,86.0,3.841,4.602,3.0,605.0,SAGE,Journal,NO,3305.0,"Geography, Planning and Development",Quartile 1,Top 10%,https://www.scopus.com/sourceid/12442,03091325,14770288,Social Sciences
912,19400158483.0,Social Issues and Policy Review,6.7,99.0,154.0,23.0,91.0,3.453,2.748,2.0,226.0,Wiley-Blackwell,Journal,NO,3301.0,Social Sciences (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/19400158483,17512395,17512409,Social Sciences
913,19400158483.0,Social Issues and Policy Review,6.7,99.0,154.0,23.0,91.0,3.453,2.748,3.0,1028.0,Wiley-Blackwell,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19400158483,17512395,17512409,Social Sciences
914,19400158483.0,Social Issues and Policy Review,6.7,99.0,154.0,23.0,91.0,3.453,2.748,1.0,202.0,Wiley-Blackwell,Journal,NO,3202.0,Applied Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19400158483,17512395,17512409,Psychology
915,19400158483.0,Social Issues and Policy Review,6.7,98.0,154.0,23.0,91.0,3.453,2.748,3.0,247.0,Wiley-Blackwell,Journal,NO,3207.0,Social Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19400158483,17512395,17512409,Psychology
916,21100258425.0,Kidney International Supplements,6.69,97.0,241.0,36.0,92.0,2.193,3.225,2.0,59.0,Elsevier,Journal,NO,2727.0,Nephrology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100258425,21571724,21571716,Medicine
925,13564.0,Educational Psychologist,6.65,99.0,439.0,66.0,85.0,4.268,3.887,1.0,283.0,Taylor & Francis,Journal,NO,3204.0,Developmental and Educational Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13564,00461520,15326985,Psychology
926,19908.0,New Phytologist,6.65,98.0,10464.0,1574.0,91.0,2.153,3.787,6.0,389.0,Wiley-Blackwell,Journal,NO,1110.0,Plant Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19908,0028646X,14698137,Agricultural and Biological Sciences
927,19908.0,New Phytologist,6.65,95.0,10464.0,1574.0,91.0,2.153,3.787,8.0,169.0,Wiley-Blackwell,Journal,NO,1314.0,Physiology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19908,0028646X,14698137,"Biochemistry, Genetics and Molecular Biology"
928,20037.0,International Journal of Management Reviews,6.65,98.0,512.0,77.0,90.0,3.729,2.719,1.0,34.0,Wiley-Blackwell,Journal,NO,1800.0,General Decision Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20037,14608545,14682370,Decision Sciences
929,20037.0,International Journal of Management Reviews,6.65,98.0,512.0,77.0,90.0,3.729,2.719,6.0,370.0,Wiley-Blackwell,Journal,NO,1408.0,Strategy and Management,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20037,14608545,14682370,"Business, Management and Accounting"
930,20037.0,International Journal of Management Reviews,6.65,97.0,512.0,77.0,90.0,3.729,2.719,5.0,169.0,Wiley-Blackwell,Journal,NO,1405.0,Management of Technology and Innovation,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20037,14608545,14682370,"Business, Management and Accounting"
932,11400153331.0,Mucosal Immunology,6.63,92.0,2634.0,397.0,90.0,1.518,4.314,12.0,164.0,Springer Nature,Journal,NO,2723.0,Immunology and Allergy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/11400153331,19330219,19353456,Medicine
933,11400153331.0,Mucosal Immunology,6.63,91.0,2634.0,397.0,90.0,1.518,4.314,17.0,189.0,Springer Nature,Journal,NO,2403.0,Immunology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/11400153331,19330219,19353456,Immunology and Microbiology
934,25152.0,Journal of Toxicology and Environmental Health - Part B: Critical Reviews,6.61,96.0,304.0,46.0,87.0,2.369,1.816,4.0,111.0,Taylor & Francis,Journal,NO,3005.0,Toxicology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25152,10937404,15216950,"Pharmacology, Toxicology and Pharmaceutics"
935,25152.0,Journal of Toxicology and Environmental Health - Part B: Critical Reviews,6.61,94.0,304.0,46.0,87.0,2.369,1.816,6.0,106.0,Taylor & Francis,Journal,NO,2307.0,"Health, Toxicology and Mutagenesis",Quartile 1,Top 10%,https://www.scopus.com/sourceid/25152,10937404,15216950,Environmental Science
944,11700154306.0,Molecular Ecology Resources,6.6,97.0,2680.0,406.0,91.0,2.558,3.355,14.0,561.0,Wiley-Blackwell,Journal,NO,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/11700154306,1755098X,17550998,Agricultural and Biological Sciences
945,11700154306.0,Molecular Ecology Resources,6.6,94.0,2680.0,406.0,91.0,2.558,3.355,14.0,246.0,Wiley-Blackwell,Journal,NO,1305.0,Biotechnology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/11700154306,1755098X,17550998,"Biochemistry, Genetics and Molecular Biology"
946,11700154306.0,Molecular Ecology Resources,6.6,94.0,2680.0,406.0,91.0,2.558,3.355,19.0,311.0,Wiley-Blackwell,Journal,NO,1311.0,Genetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/11700154306,1755098X,17550998,"Biochemistry, Genetics and Molecular Biology"
951,23239.0,Land Degradation and Development,6.59,99.0,2017.0,306.0,94.0,1.961,1.761,2.0,204.0,Wiley-Blackwell,Journal,NO,3303.0,Development,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23239,10853278,1099145X,Social Sciences
952,23239.0,Land Degradation and Development,6.59,97.0,2017.0,306.0,94.0,1.961,1.761,5.0,193.0,Wiley-Blackwell,Journal,NO,2300.0,General Environmental Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23239,10853278,1099145X,Environmental Science
953,23239.0,Land Degradation and Development,6.59,97.0,2017.0,306.0,94.0,1.961,1.761,3.0,113.0,Wiley-Blackwell,Journal,NO,1111.0,Soil Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23239,10853278,1099145X,Agricultural and Biological Sciences
954,23239.0,Land Degradation and Development,6.59,92.0,2017.0,306.0,94.0,1.961,1.761,8.0,97.0,Wiley-Blackwell,Journal,NO,2304.0,Environmental Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23239,10853278,1099145X,Environmental Science
955,21537.0,Environmental Science & Technology,6.58,94.0,33934.0,5160.0,91.0,1.941,2.535,19.0,359.0,American Chemical Society,Journal,NO,1600.0,General Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21537,0013936X,15205851,Chemistry
956,21537.0,Environmental Science & Technology,6.58,91.0,33934.0,5160.0,91.0,1.941,2.535,9.0,97.0,American Chemical Society,Journal,NO,2304.0,Environmental Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21537,0013936X,15205851,Environmental Science
959,22928.0,Journal of Interactive Marketing,6.57,98.0,440.0,67.0,88.0,2.345,3.400,7.0,340.0,Elsevier,Journal,NO,1403.0,Business and International Management,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22928,10949968,15206653,"Business, Management and Accounting"
960,22928.0,Journal of Interactive Marketing,6.57,97.0,440.0,67.0,88.0,2.345,3.400,4.0,157.0,Elsevier,Journal,NO,1406.0,Marketing,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22928,10949968,15206653,"Business, Management and Accounting"
972,21100824912.0,ACS Central Science,6.55,96.0,1658.0,253.0,70.0,2.010,5.022,9.0,272.0,American Chemical Society,Journal,NO,1500.0,General Chemical Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100824912,23747943,23747951,Chemical Engineering
973,21100824912.0,ACS Central Science,6.55,94.0,1658.0,253.0,70.0,2.010,5.022,20.0,359.0,American Chemical Society,Journal,NO,1600.0,General Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100824912,23747943,23747951,Chemistry
974,12074.0,Bulletin of the American Meteorological Society,6.54,99.0,2975.0,455.0,77.0,2.784,4.146,1.0,102.0,American Meteorological Society,Journal,NO,1902.0,Atmospheric Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12074,00030007,15200477,Earth and Planetary Sciences
976,21100371216.0,Environmental Science: Nano,6.52,99.0,1616.0,248.0,89.0,1.357,1.676,1.0,59.0,RSC,Journal,NO,2501.0,Materials Science (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100371216,20518153,20518161,Materials Science
977,21100371216.0,Environmental Science: Nano,6.52,97.0,1616.0,248.0,89.0,1.357,1.676,6.0,193.0,RSC,Journal,NO,2300.0,General Environmental Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100371216,20518153,20518161,Environmental Science
978,21100823470.0,Journal of Materiomics,6.52,98.0,476.0,73.0,78.0,2.024,2.370,3.0,146.0,Chinese Ceramic Society,Journal,YES,2506.0,Metals and Alloys,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100823470,23528478,23528486,Materials Science
979,21100823470.0,Journal of Materiomics,6.52,96.0,476.0,73.0,78.0,2.024,2.370,4.0,109.0,Chinese Ceramic Society,Journal,YES,2508.0,"Surfaces, Coatings and Films",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100823470,23528478,23528486,Materials Science
980,21100823470.0,Journal of Materiomics,6.52,93.0,476.0,73.0,78.0,2.024,2.370,14.0,217.0,Chinese Ceramic Society,Journal,YES,2504.0,"Electronic, Optical and Magnetic Materials",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100823470,23528478,23528486,Materials Science
